Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2021-04-07,IS,Iceland,EURO,8,6247,0,29
2021-04-08,IS,Iceland,EURO,11,6258,0,29
2021-04-09,IS,Iceland,EURO,6,6264,0,29
2021-04-10,IS,Iceland,EURO,3,6267,0,29
2021-04-11,IS,Iceland,EURO,2,6269,0,29
2021-04-12,IS,Iceland,EURO,3,6272,0,29
2021-04-13,IS,Iceland,EURO,4,6276,0,29
2021-04-14,IS,Iceland,EURO,7,6283,0,29
2021-04-15,IS,Iceland,EURO,2,6285,0,29
2021-04-16,IS,Iceland,EURO,4,6289,0,29
2021-04-17,IS,Iceland,EURO,7,6296,0,29
2021-04-18,IS,Iceland,EURO,4,6300,0,29
2021-04-19,IS,Iceland,EURO,13,6313,0,29
2021-04-20,IS,Iceland,EURO,27,6340,0,29
2021-04-21,IS,Iceland,EURO,21,6361,0,29
2021-04-22,IS,Iceland,EURO,12,6373,0,29
2021-04-23,IS,Iceland,EURO,17,6390,0,29
2021-04-24,IS,Iceland,EURO,11,6401,0,29
2021-04-25,IS,Iceland,EURO,20,6421,0,29
2021-04-26,IS,Iceland,EURO,13,6434,0,29
2021-04-27,IS,Iceland,EURO,6,6440,0,29
2021-04-28,IS,Iceland,EURO,18,6458,0,29
2021-04-29,IS,Iceland,EURO,9,6467,0,29
2021-04-30,IS,Iceland,EURO,11,6478,0,29
2021-05-01,IS,Iceland,EURO,5,6483,0,29
2021-05-02,IS,Iceland,EURO,4,6487,0,29
2021-05-03,IS,Iceland,EURO,3,6490,0,29
2021-05-04,IS,Iceland,EURO,4,6494,0,29
2021-05-05,IS,Iceland,EURO,8,6502,0,29
2021-05-06,IS,Iceland,EURO,6,6508,0,29
2021-05-07,IS,Iceland,EURO,2,6510,0,29
2021-05-08,IS,Iceland,EURO,5,6515,0,29
2021-05-09,IS,Iceland,EURO,6,6521,0,29
2021-05-10,IS,Iceland,EURO,2,6523,0,29
2021-05-11,IS,Iceland,EURO,6,6529,0,29
2021-05-12,IS,Iceland,EURO,3,6532,0,29
2021-05-13,IS,Iceland,EURO,4,6536,0,29
2021-05-14,IS,Iceland,EURO,7,6543,0,29
2021-05-15,IS,Iceland,EURO,4,6547,0,29
2021-05-16,IS,Iceland,EURO,2,6549,0,29
2021-05-17,IS,Iceland,EURO,7,6556,0,29
2021-05-18,IS,Iceland,EURO,3,6559,0,29
2021-05-19,IS,Iceland,EURO,0,6559,0,29
2021-05-20,IS,Iceland,EURO,2,6561,0,29
2021-05-21,IS,Iceland,EURO,5,6566,0,29
2021-05-22,IS,Iceland,EURO,0,6566,0,29
2021-05-23,IS,Iceland,EURO,0,6566,0,29
2021-05-24,IS,Iceland,EURO,0,6566,0,29
2021-05-25,IS,Iceland,EURO,0,6566,0,29
2021-05-26,IS,Iceland,EURO,5,6571,1,30
2021-05-27,IS,Iceland,EURO,6,6577,0,30
2021-05-28,IS,Iceland,EURO,4,6581,0,30
2021-05-29,IS,Iceland,EURO,5,6586,0,30
2021-05-30,IS,Iceland,EURO,3,6589,0,30
2021-05-31,IS,Iceland,EURO,7,6596,0,30
2021-06-01,IS,Iceland,EURO,0,6596,0,30
2021-06-02,IS,Iceland,EURO,5,6601,0,30
2021-06-03,IS,Iceland,EURO,5,6606,0,30
2021-06-04,IS,Iceland,EURO,2,6608,0,30
2021-06-05,IS,Iceland,EURO,7,6615,0,30
2021-06-06,IS,Iceland,EURO,4,6619,0,30
2021-06-07,IS,Iceland,EURO,2,6621,0,30
2021-06-08,IS,Iceland,EURO,2,6623,0,30
2021-06-09,IS,Iceland,EURO,0,6623,0,30
2021-06-10,IS,Iceland,EURO,4,6627,0,30
2021-06-11,IS,Iceland,EURO,0,6627,0,30
2021-06-12,IS,Iceland,EURO,1,6628,0,30
2021-06-13,IS,Iceland,EURO,0,6628,0,30
2021-06-14,IS,Iceland,EURO,3,6631,0,30
2021-06-15,IS,Iceland,EURO,2,6633,0,30
2021-06-16,IS,Iceland,EURO,1,6634,0,30
2021-06-17,IS,Iceland,EURO,3,6637,0,30
2021-06-18,IS,Iceland,EURO,1,6638,0,30
2021-06-19,IS,Iceland,EURO,1,6639,0,30
2021-06-20,IS,Iceland,EURO,0,6639,0,30
2021-06-21,IS,Iceland,EURO,0,6639,0,30
2021-06-22,IS,Iceland,EURO,4,6643,0,30
2021-06-23,IS,Iceland,EURO,2,6645,0,30
2021-06-24,IS,Iceland,EURO,2,6647,0,30
2021-06-25,IS,Iceland,EURO,0,6647,0,30
2021-06-26,IS,Iceland,EURO,2,6649,0,30
2021-06-27,IS,Iceland,EURO,3,6652,0,30
2021-06-28,IS,Iceland,EURO,7,6659,0,30
2021-06-29,IS,Iceland,EURO,1,6660,0,30
2021-06-30,IS,Iceland,EURO,1,6661,0,30
2021-07-01,IS,Iceland,EURO,1,6662,0,30
2021-07-02,IS,Iceland,EURO,3,6665,0,30
2021-07-03,IS,Iceland,EURO,3,6668,0,30
2021-07-04,IS,Iceland,EURO,2,6670,0,30
2021-07-05,IS,Iceland,EURO,2,6672,0,30
2021-07-06,IS,Iceland,EURO,3,6675,0,30
2021-07-07,IS,Iceland,EURO,5,6680,0,30
2021-07-08,IS,Iceland,EURO,2,6682,0,30
2021-07-09,IS,Iceland,EURO,4,6686,0,30
2021-07-10,IS,Iceland,EURO,3,6689,0,30
2021-07-11,IS,Iceland,EURO,2,6691,0,30
2021-07-12,IS,Iceland,EURO,5,6696,0,30
2021-07-13,IS,Iceland,EURO,4,6700,0,30
2021-07-14,IS,Iceland,EURO,3,6703,0,30
2021-07-15,IS,Iceland,EURO,9,6712,0,30
2021-07-16,IS,Iceland,EURO,17,6729,0,30
2021-07-17,IS,Iceland,EURO,14,6743,0,30
2021-07-18,IS,Iceland,EURO,24,6767,0,30
2021-07-19,IS,Iceland,EURO,16,6783,0,30
2021-07-20,IS,Iceland,EURO,16,6799,0,30
2021-07-21,IS,Iceland,EURO,44,6843,0,30
2021-07-22,IS,Iceland,EURO,57,6900,0,30
2021-07-23,IS,Iceland,EURO,78,6978,0,30
2021-07-24,IS,Iceland,EURO,84,7062,0,30
2021-07-25,IS,Iceland,EURO,96,7158,0,30
2021-07-26,IS,Iceland,EURO,88,7246,0,30
2021-07-27,IS,Iceland,EURO,71,7317,0,30
2021-07-28,IS,Iceland,EURO,125,7442,0,30
2021-07-29,IS,Iceland,EURO,126,7568,0,30
2021-07-30,IS,Iceland,EURO,130,7698,0,30
2021-07-31,IS,Iceland,EURO,125,7823,0,30
2021-08-01,IS,Iceland,EURO,156,7979,0,30
2021-08-02,IS,Iceland,EURO,87,8066,0,30
2021-08-03,IS,Iceland,EURO,68,8134,0,30
2021-08-04,IS,Iceland,EURO,110,8244,0,30
2021-08-05,IS,Iceland,EURO,120,8364,0,30
2021-08-06,IS,Iceland,EURO,154,8518,0,30
2021-08-07,IS,Iceland,EURO,108,8626,0,30
2021-08-08,IS,Iceland,EURO,122,8748,0,30
2021-08-09,IS,Iceland,EURO,57,8805,0,30
2021-08-10,IS,Iceland,EURO,106,8911,0,30
2021-08-11,IS,Iceland,EURO,142,9053,0,30
2021-08-12,IS,Iceland,EURO,85,9138,0,30
2021-08-13,IS,Iceland,EURO,120,9258,0,30
2021-08-14,IS,Iceland,EURO,131,9389,0,30
2021-08-15,IS,Iceland,EURO,83,9472,0,30
2021-08-16,IS,Iceland,EURO,64,9536,0,30
2021-08-17,IS,Iceland,EURO,57,9593,0,30
2021-08-18,IS,Iceland,EURO,104,9697,0,30
2021-08-19,IS,Iceland,EURO,125,9822,0,30
2021-08-20,IS,Iceland,EURO,108,9930,0,30
2021-08-21,IS,Iceland,EURO,63,9993,0,30
2021-08-22,IS,Iceland,EURO,76,10069,0,30
2021-08-23,IS,Iceland,EURO,56,10125,0,30
2021-08-24,IS,Iceland,EURO,73,10198,0,30
2021-08-25,IS,Iceland,EURO,69,10267,0,30
2021-08-26,IS,Iceland,EURO,88,10355,0,30
2021-08-27,IS,Iceland,EURO,107,10462,1,31
2021-08-28,IS,Iceland,EURO,70,10532,0,31
2021-08-29,IS,Iceland,EURO,89,10621,1,32
2021-08-30,IS,Iceland,EURO,55,10676,0,32
2021-08-31,IS,Iceland,EURO,49,10725,0,32
2021-09-01,IS,Iceland,EURO,83,10808,1,33
2021-09-02,IS,Iceland,EURO,67,10875,0,33
2021-09-03,IS,Iceland,EURO,56,10931,0,33
2021-09-04,IS,Iceland,EURO,43,10974,0,33
2021-09-05,IS,Iceland,EURO,54,11028,0,33
2021-09-06,IS,Iceland,EURO,24,11052,0,33
2021-09-07,IS,Iceland,EURO,28,11080,0,33
2021-09-08,IS,Iceland,EURO,26,11106,0,33
2021-09-09,IS,Iceland,EURO,40,11146,0,33
2021-09-10,IS,Iceland,EURO,45,11191,0,33
2021-09-11,IS,Iceland,EURO,26,11217,0,33
2021-09-12,IS,Iceland,EURO,37,11254,0,33
2021-09-13,IS,Iceland,EURO,14,11268,0,33
2021-09-14,IS,Iceland,EURO,31,11299,0,33
2021-09-15,IS,Iceland,EURO,31,11330,0,33
2021-09-16,IS,Iceland,EURO,26,11356,0,33
2021-09-17,IS,Iceland,EURO,39,11395,0,33
2021-09-18,IS,Iceland,EURO,26,11421,0,33
2021-09-19,IS,Iceland,EURO,23,11444,0,33
2021-09-20,IS,Iceland,EURO,20,11464,0,33
2021-09-21,IS,Iceland,EURO,25,11489,0,33
2021-09-22,IS,Iceland,EURO,48,11537,0,33
2021-09-23,IS,Iceland,EURO,38,11575,0,33
2021-09-24,IS,Iceland,EURO,35,11610,0,33
2021-09-25,IS,Iceland,EURO,42,11652,0,33
2021-09-26,IS,Iceland,EURO,41,11693,0,33
2021-09-27,IS,Iceland,EURO,22,11715,0,33
2021-09-28,IS,Iceland,EURO,24,11739,0,33
2021-09-29,IS,Iceland,EURO,36,11775,0,33
2021-09-30,IS,Iceland,EURO,22,11797,0,33
2021-10-01,IS,Iceland,EURO,19,11816,0,33
2021-10-02,IS,Iceland,EURO,39,11855,0,33
2021-10-03,IS,Iceland,EURO,61,11916,0,33
2021-10-04,IS,Iceland,EURO,31,11947,0,33
2021-10-05,IS,Iceland,EURO,27,11974,0,33
2021-10-06,IS,Iceland,EURO,33,12007,0,33
2021-10-07,IS,Iceland,EURO,45,12052,0,33
2021-10-08,IS,Iceland,EURO,55,12107,0,33
2021-10-09,IS,Iceland,EURO,54,12161,0,33
2021-10-10,IS,Iceland,EURO,42,12203,0,33
2021-10-11,IS,Iceland,EURO,29,12232,0,33
2021-10-12,IS,Iceland,EURO,28,12260,0,33
2021-10-13,IS,Iceland,EURO,43,12303,0,33
2021-10-14,IS,Iceland,EURO,55,12358,0,33
2021-10-15,IS,Iceland,EURO,49,12407,0,33
2021-10-16,IS,Iceland,EURO,65,12472,0,33
2021-10-17,IS,Iceland,EURO,63,12535,0,33
2021-10-18,IS,Iceland,EURO,56,12591,0,33
2021-10-19,IS,Iceland,EURO,41,12632,0,33
2021-10-20,IS,Iceland,EURO,87,12719,0,33
2021-10-21,IS,Iceland,EURO,73,12792,0,33
2021-10-22,IS,Iceland,EURO,51,12843,0,33
2021-10-23,IS,Iceland,EURO,72,12915,0,33
2021-10-24,IS,Iceland,EURO,79,12994,0,33
2021-10-25,IS,Iceland,EURO,83,13077,0,33
2021-10-26,IS,Iceland,EURO,81,13158,0,33
2021-10-27,IS,Iceland,EURO,82,13240,0,33
2021-10-28,IS,Iceland,EURO,90,13330,0,33
2021-10-29,IS,Iceland,EURO,101,13431,0,33
2021-10-30,IS,Iceland,EURO,81,13512,0,33
2021-10-31,IS,Iceland,EURO,104,13616,0,33
2021-11-01,IS,Iceland,EURO,65,13681,0,33
2021-11-02,IS,Iceland,EURO,78,13759,0,33
2021-11-03,IS,Iceland,EURO,89,13848,0,33
2021-11-04,IS,Iceland,EURO,94,13942,1,34
2021-11-05,IS,Iceland,EURO,151,14093,0,34
2021-11-06,IS,Iceland,EURO,179,14272,0,34
2021-11-07,IS,Iceland,EURO,98,14370,0,34
2021-11-08,IS,Iceland,EURO,93,14463,0,34
2021-11-09,IS,Iceland,EURO,123,14586,0,34
2021-11-10,IS,Iceland,EURO,182,14768,0,34
2021-11-11,IS,Iceland,EURO,193,14961,0,34
2021-11-12,IS,Iceland,EURO,199,15160,0,34
2021-11-13,IS,Iceland,EURO,176,15336,0,34
2021-11-14,IS,Iceland,EURO,134,15470,0,34
2021-11-15,IS,Iceland,EURO,139,15609,0,34
2021-11-16,IS,Iceland,EURO,152,15761,0,34
2021-11-17,IS,Iceland,EURO,215,15976,0,34
2021-11-18,IS,Iceland,EURO,156,16132,0,34
2021-11-19,IS,Iceland,EURO,132,16264,0,34
2021-11-20,IS,Iceland,EURO,190,16454,0,34
2021-11-21,IS,Iceland,EURO,139,16593,0,34
2021-11-22,IS,Iceland,EURO,116,16709,0,34
2021-11-23,IS,Iceland,EURO,110,16819,0,34
2021-11-24,IS,Iceland,EURO,204,17023,0,34
2021-11-25,IS,Iceland,EURO,150,17173,0,34
2021-11-26,IS,Iceland,EURO,142,17315,1,35
2021-11-27,IS,Iceland,EURO,153,17468,0,35
2021-11-28,IS,Iceland,EURO,134,17602,0,35
2021-11-29,IS,Iceland,EURO,81,17683,0,35
2021-11-30,IS,Iceland,EURO,112,17795,0,35
2021-12-01,IS,Iceland,EURO,120,17915,0,35
2021-12-02,IS,Iceland,EURO,161,18076,0,35
2021-12-03,IS,Iceland,EURO,142,18218,0,35
2021-12-04,IS,Iceland,EURO,135,18353,0,35
2021-12-05,IS,Iceland,EURO,110,18463,0,35
2021-12-06,IS,Iceland,EURO,91,18554,0,35
2021-12-07,IS,Iceland,EURO,110,18664,0,35
2021-12-08,IS,Iceland,EURO,126,18790,0,35
2021-12-09,IS,Iceland,EURO,129,18919,0,35
2021-12-10,IS,Iceland,EURO,156,19075,0,35
2021-12-11,IS,Iceland,EURO,105,19180,0,35
2021-12-12,IS,Iceland,EURO,148,19328,0,35
2021-12-13,IS,Iceland,EURO,106,19434,0,35
2021-12-14,IS,Iceland,EURO,134,19568,1,36
2021-12-15,IS,Iceland,EURO,164,19732,0,36
2021-12-16,IS,Iceland,EURO,144,19876,0,36
2021-12-17,IS,Iceland,EURO,187,20063,0,36
2021-12-18,IS,Iceland,EURO,195,20258,0,36
2021-12-19,IS,Iceland,EURO,211,20469,0,36
2021-12-20,IS,Iceland,EURO,211,20680,0,36
2021-12-21,IS,Iceland,EURO,241,20921,0,36
2021-12-22,IS,Iceland,EURO,309,21230,1,37
2021-12-23,IS,Iceland,EURO,319,21549,0,37
2021-12-24,IS,Iceland,EURO,491,22040,0,37
2021-12-25,IS,Iceland,EURO,488,22528,0,37
2021-12-26,IS,Iceland,EURO,520,23048,0,37
2021-12-27,IS,Iceland,EURO,470,23518,0,37
2021-12-28,IS,Iceland,EURO,671,24189,0,37
2021-12-29,IS,Iceland,EURO,893,25082,0,37
2021-12-30,IS,Iceland,EURO,827,25909,0,37
2021-12-31,IS,Iceland,EURO,926,26835,0,37
2022-01-01,IS,Iceland,EURO,1597,28432,0,37
2022-01-02,IS,Iceland,EURO,1076,29508,0,37
2022-01-03,IS,Iceland,EURO,585,30093,0,37
2022-01-04,IS,Iceland,EURO,881,30974,0,37
2022-01-05,IS,Iceland,EURO,1466,32440,1,38
2022-01-06,IS,Iceland,EURO,1238,33678,0,38
2022-01-07,IS,Iceland,EURO,1378,35056,1,39
2022-01-08,IS,Iceland,EURO,1315,36371,0,39
2022-01-09,IS,Iceland,EURO,1250,37621,0,39
2022-01-10,IS,Iceland,EURO,1050,38671,1,40
2022-01-11,IS,Iceland,EURO,1104,39775,1,41
2022-01-12,IS,Iceland,EURO,1236,41011,0,41
2022-01-13,IS,Iceland,EURO,1208,42219,1,42
2022-01-14,IS,Iceland,EURO,1215,43434,0,42
2022-01-15,IS,Iceland,EURO,1235,44669,1,43
2022-01-16,IS,Iceland,EURO,1208,45877,1,44
2022-01-17,IS,Iceland,EURO,1137,47014,0,44
2022-01-18,IS,Iceland,EURO,1194,48208,0,44
2022-01-19,IS,Iceland,EURO,1451,49659,0,44
2022-01-20,IS,Iceland,EURO,1583,51242,0,44
2022-01-21,IS,Iceland,EURO,1397,52639,0,44
2022-01-22,IS,Iceland,EURO,1670,54309,0,44
2022-01-23,IS,Iceland,EURO,1224,55533,0,44
2022-01-24,IS,Iceland,EURO,1253,56786,0,44
2022-01-25,IS,Iceland,EURO,1300,58086,0,44
2022-01-26,IS,Iceland,EURO,1614,59700,1,45
2022-01-27,IS,Iceland,EURO,1598,61298,0,45
2022-01-28,IS,Iceland,EURO,1612,62910,1,46
2022-01-29,IS,Iceland,EURO,1293,64203,0,46
2022-01-30,IS,Iceland,EURO,1438,65641,0,46
2022-01-31,IS,Iceland,EURO,935,66576,0,46
2022-02-01,IS,Iceland,EURO,931,67507,0,46
2022-02-02,IS,Iceland,EURO,1347,68854,0,46
2022-02-03,IS,Iceland,EURO,1428,70282,1,47
2022-02-04,IS,Iceland,EURO,1500,71782,0,47
2022-02-05,IS,Iceland,EURO,1253,73035,2,49
2022-02-06,IS,Iceland,EURO,1883,74918,0,49
2022-02-07,IS,Iceland,EURO,1455,76373,0,49
2022-02-08,IS,Iceland,EURO,1501,77874,1,50
2022-02-09,IS,Iceland,EURO,1352,79226,0,50
2022-02-10,IS,Iceland,EURO,2274,81500,0,50
2022-02-11,IS,Iceland,EURO,2169,83669,2,52
2022-02-12,IS,Iceland,EURO,1880,85549,2,54
2022-02-13,IS,Iceland,EURO,2078,87627,0,54
2022-02-14,IS,Iceland,EURO,2079,89706,1,55
2022-02-15,IS,Iceland,EURO,1954,91660,0,55
2022-02-16,IS,Iceland,EURO,1874,93534,1,56
2022-02-17,IS,Iceland,EURO,2601,96135,2,58
2022-02-18,IS,Iceland,EURO,2962,99097,0,58
2022-02-19,IS,Iceland,EURO,2417,101514,0,58
2022-02-20,IS,Iceland,EURO,2840,104354,0,58
2022-02-21,IS,Iceland,EURO,2178,106532,0,58
2022-02-22,IS,Iceland,EURO,2495,109027,1,59
2022-02-23,IS,Iceland,EURO,2515,111542,1,60
2022-02-24,IS,Iceland,EURO,2886,114428,0,60
2022-02-25,IS,Iceland,EURO,3646,118074,1,61
2022-02-26,IS,Iceland,EURO,4459,122533,0,61
2022-02-27,IS,Iceland,EURO,4862,127395,0,61
2022-02-28,IS,Iceland,EURO,1746,129141,0,61
2022-03-01,IS,Iceland,EURO,1096,130237,1,62
2022-03-02,IS,Iceland,EURO,3356,133593,3,65
2022-03-03,IS,Iceland,EURO,2305,135898,0,65
2022-03-04,IS,Iceland,EURO,2529,138427,3,68
2022-03-05,IS,Iceland,EURO,2560,140987,1,69
2022-03-06,IS,Iceland,EURO,2501,143488,0,69
2022-03-07,IS,Iceland,EURO,2016,145504,1,70
2022-03-08,IS,Iceland,EURO,1707,147211,0,70
2022-03-09,IS,Iceland,EURO,3323,150534,6,76
2022-03-10,IS,Iceland,EURO,2781,153315,1,77
2022-03-11,IS,Iceland,EURO,2640,155955,2,79
2022-03-12,IS,Iceland,EURO,2659,158614,1,80
2022-03-13,IS,Iceland,EURO,2051,160665,1,81
2022-03-14,IS,Iceland,EURO,1096,161761,0,81
2022-03-15,IS,Iceland,EURO,1270,163031,2,83
2022-03-16,IS,Iceland,EURO,2365,165396,4,87
2022-03-17,IS,Iceland,EURO,2016,167412,4,91
2022-03-18,IS,Iceland,EURO,1878,169290,0,91
2022-03-19,IS,Iceland,EURO,1548,170838,0,91
2022-03-20,IS,Iceland,EURO,1293,172131,0,91
2022-03-21,IS,Iceland,EURO,747,172878,0,91
2022-03-22,IS,Iceland,EURO,950,173828,0,91
2022-03-23,IS,Iceland,EURO,1533,175361,2,93
2022-03-24,IS,Iceland,EURO,1100,176461,2,95
2022-03-25,IS,Iceland,EURO,1024,177485,2,97
2022-03-26,IS,Iceland,EURO,831,178316,0,97
2022-03-27,IS,Iceland,EURO,700,179016,0,97
2022-03-28,IS,Iceland,EURO,371,179387,0,97
2022-03-29,IS,Iceland,EURO,357,179744,0,97
2022-03-30,IS,Iceland,EURO,673,180417,0,97
2022-03-31,IS,Iceland,EURO,464,180881,1,98
2022-04-01,IS,Iceland,EURO,440,181321,2,100
2022-04-02,IS,Iceland,EURO,440,181761,0,100
2022-04-03,IS,Iceland,EURO,234,181995,0,100
2022-04-04,IS,Iceland,EURO,106,182101,0,100
2022-04-05,IS,Iceland,EURO,193,182294,1,101
2022-04-06,IS,Iceland,EURO,270,182564,0,101
2022-04-07,IS,Iceland,EURO,260,182824,0,101
2022-04-08,IS,Iceland,EURO,235,183059,0,101
2022-04-09,IS,Iceland,EURO,236,183295,1,102
2022-04-10,IS,Iceland,EURO,186,183481,8,110
2022-04-11,IS,Iceland,EURO,125,183606,0,110
2022-04-12,IS,Iceland,EURO,86,183692,0,110
2022-04-13,IS,Iceland,EURO,214,183906,0,110
2022-04-14,IS,Iceland,EURO,163,184069,0,110
2022-04-15,IS,Iceland,EURO,136,184205,0,110
2022-04-16,IS,Iceland,EURO,84,184289,0,110
2022-04-17,IS,Iceland,EURO,13,184302,0,110
2022-04-18,IS,Iceland,EURO,132,184434,0,110
2022-04-19,IS,Iceland,EURO,11,184445,0,110
2022-04-20,IS,Iceland,EURO,130,184575,0,110
2022-04-21,IS,Iceland,EURO,169,184744,2,112
2022-04-22,IS,Iceland,EURO,119,184863,0,112
2022-04-23,IS,Iceland,EURO,87,184950,2,114
2022-04-24,IS,Iceland,EURO,122,185072,1,115
2022-04-25,IS,Iceland,EURO,64,185136,1,116
2022-04-26,IS,Iceland,EURO,45,185181,1,117
2022-04-27,IS,Iceland,EURO,99,185280,2,119
2022-04-28,IS,Iceland,EURO,62,185342,6,125
2022-04-29,IS,Iceland,EURO,77,185419,0,125
2022-04-30,IS,Iceland,EURO,87,185506,0,125
2022-05-01,IS,Iceland,EURO,59,185565,0,125
2022-05-02,IS,Iceland,EURO,51,185616,0,125
2022-05-03,IS,Iceland,EURO,38,185654,0,125
2022-05-04,IS,Iceland,EURO,68,185722,9,134
2022-05-05,IS,Iceland,EURO,53,185775,0,134
2022-05-06,IS,Iceland,EURO,59,185834,0,134
2022-05-07,IS,Iceland,EURO,54,185888,0,134
2022-05-08,IS,Iceland,EURO,69,185957,0,134
2022-05-09,IS,Iceland,EURO,49,186006,1,135
2022-05-10,IS,Iceland,EURO,33,186039,0,135
2022-05-11,IS,Iceland,EURO,67,186106,10,145
2022-05-12,IS,Iceland,EURO,123,186229,0,145
2022-05-13,IS,Iceland,EURO,130,186359,0,145
2022-05-14,IS,Iceland,EURO,115,186474,0,145
2022-05-15,IS,Iceland,EURO,88,186562,0,145
2022-05-16,IS,Iceland,EURO,54,186616,0,145
2022-05-17,IS,Iceland,EURO,71,186687,0,145
2022-05-18,IS,Iceland,EURO,152,186839,8,153
2022-05-19,IS,Iceland,EURO,103,186942,0,153
2022-05-20,IS,Iceland,EURO,146,187088,0,153
2022-05-21,IS,Iceland,EURO,107,187195,0,153
2022-05-22,IS,Iceland,EURO,107,187302,0,153
2022-05-23,IS,Iceland,EURO,90,187392,0,153
2022-05-24,IS,Iceland,EURO,103,187495,0,153
2022-05-25,IS,Iceland,EURO,169,187664,0,153
2022-05-26,IS,Iceland,EURO,0,187664,0,153
2022-05-27,IS,Iceland,EURO,0,187664,0,153
2020-01-03,NO,Norway,EURO,0,0,0,0
2020-01-04,NO,Norway,EURO,0,0,0,0
2020-01-05,NO,Norway,EURO,0,0,0,0
2020-01-06,NO,Norway,EURO,0,0,0,0
2020-01-07,NO,Norway,EURO,0,0,0,0
2020-01-08,NO,Norway,EURO,0,0,0,0
2020-01-09,NO,Norway,EURO,0,0,0,0
2020-01-10,NO,Norway,EURO,0,0,0,0
2020-01-11,NO,Norway,EURO,0,0,0,0
2020-01-12,NO,Norway,EURO,0,0,0,0
2020-01-13,NO,Norway,EURO,0,0,0,0
2020-01-14,NO,Norway,EURO,0,0,0,0
2020-01-15,NO,Norway,EURO,0,0,0,0
2020-01-16,NO,Norway,EURO,0,0,0,0
2020-01-17,NO,Norway,EURO,0,0,0,0
2020-01-18,NO,Norway,EURO,0,0,0,0
2020-01-19,NO,Norway,EURO,0,0,0,0
2020-01-20,NO,Norway,EURO,0,0,0,0
2020-01-21,NO,Norway,EURO,0,0,0,0
2020-01-22,NO,Norway,EURO,0,0,0,0
2020-01-23,NO,Norway,EURO,0,0,0,0
2020-01-24,NO,Norway,EURO,0,0,0,0
2020-01-25,NO,Norway,EURO,0,0,0,0
2020-01-26,NO,Norway,EURO,0,0,0,0
2020-01-27,NO,Norway,EURO,0,0,0,0
2020-01-28,NO,Norway,EURO,0,0,0,0
2020-01-29,NO,Norway,EURO,0,0,0,0
2020-01-30,NO,Norway,EURO,0,0,0,0
2020-01-31,NO,Norway,EURO,0,0,0,0
2020-02-01,NO,Norway,EURO,0,0,0,0
2020-02-02,NO,Norway,EURO,0,0,0,0
2020-02-03,NO,Norway,EURO,0,0,0,0
2020-02-04,NO,Norway,EURO,0,0,0,0
2020-02-05,NO,Norway,EURO,0,0,0,0
2020-02-06,NO,Norway,EURO,0,0,0,0
2020-02-07,NO,Norway,EURO,0,0,0,0
2020-02-08,NO,Norway,EURO,0,0,0,0
2020-02-09,NO,Norway,EURO,0,0,0,0
2020-02-10,NO,Norway,EURO,0,0,0,0
2020-02-11,NO,Norway,EURO,0,0,0,0
2020-02-12,NO,Norway,EURO,0,0,0,0
2020-02-13,NO,Norway,EURO,0,0,0,0
2020-02-14,NO,Norway,EURO,0,0,0,0
2020-02-15,NO,Norway,EURO,0,0,0,0
2020-02-16,NO,Norway,EURO,0,0,0,0
2020-02-17,NO,Norway,EURO,0,0,0,0
2020-02-18,NO,Norway,EURO,0,0,0,0
2020-02-19,NO,Norway,EURO,0,0,0,0
2020-02-20,NO,Norway,EURO,1,1,0,0
2020-02-21,NO,Norway,EURO,0,1,0,0
2020-02-22,NO,Norway,EURO,0,1,0,0
2020-02-23,NO,Norway,EURO,0,1,0,0
2020-02-24,NO,Norway,EURO,0,1,0,0
2020-02-25,NO,Norway,EURO,0,1,0,0
2020-02-26,NO,Norway,EURO,0,1,0,0
2020-02-27,NO,Norway,EURO,0,1,0,0
2020-02-28,NO,Norway,EURO,3,4,0,0
2020-02-29,NO,Norway,EURO,2,6,0,0
2020-03-01,NO,Norway,EURO,9,15,0,0
2020-03-02,NO,Norway,EURO,6,21,0,0
2020-03-03,NO,Norway,EURO,10,31,0,0
2020-03-04,NO,Norway,EURO,12,43,0,0
2020-03-05,NO,Norway,EURO,31,74,0,0
2020-03-06,NO,Norway,EURO,33,107,0,0
2020-03-07,NO,Norway,EURO,33,140,0,0
2020-03-08,NO,Norway,EURO,24,164,0,0
2020-03-09,NO,Norway,EURO,19,183,0,0
2020-03-10,NO,Norway,EURO,65,248,0,0
2020-03-11,NO,Norway,EURO,247,495,0,0
2020-03-12,NO,Norway,EURO,241,736,0,0
2020-03-13,NO,Norway,EURO,175,911,0,0
2020-03-14,NO,Norway,EURO,206,1117,1,1
2020-03-15,NO,Norway,EURO,147,1264,0,1
2020-03-16,NO,Norway,EURO,100,1364,0,1
2020-03-17,NO,Norway,EURO,99,1463,0,1
2020-03-18,NO,Norway,EURO,180,1643,2,3
2020-03-19,NO,Norway,EURO,176,1819,0,3
2020-03-20,NO,Norway,EURO,213,2032,0,3
2020-03-21,NO,Norway,EURO,239,2271,3,6
2020-03-22,NO,Norway,EURO,308,2579,1,7
2020-03-23,NO,Norway,EURO,174,2753,0,7
2020-03-24,NO,Norway,EURO,148,2901,0,7
2020-03-25,NO,Norway,EURO,296,3197,1,8
2020-03-26,NO,Norway,EURO,313,3510,2,10
2020-03-27,NO,Norway,EURO,292,3802,2,12
